adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
RUE,2.0,40.0,CA,0,Décorations sur la voie publique,41.0,Jardiniere,2019,40.0,181.36106644,2,0.05,1.0,2.3386856802173863,48.87653085895958,9.0,Est,6,Petit,48.87653085895958,2.3386856802173863
RUE DU,1.0,77.0,0,1,"Ephémères, partagés, pédagogiques",101.0,Jardin partage,2013,77.0,181.36106644,0,0.012987012987012988,1.0,2.323942122309362,48.852431297079725,7.0,Est,12,Petit,48.852431297079725,2.323942122309362
RUE,1.0,750.0,0,1,"Ephémères, partagés, pédagogiques",654.0,Jardin partage,2016,750.0,181.36106644,0,0.0013333333333333333,1.0,2.3856218845418917,48.844567729264654,12.0,Sud,9,Petit,48.844567729264654,2.3856218845418917
RUE,1.0,380.0,0,1,"Ephémères, partagés, pédagogiques",415.0,Jardin partage,2015,380.0,181.36106644,0,0.002631578947368421,1.0,2.313078375181143,48.89276868408714,17.0,Nord,10,Petit,48.89276868408714,2.313078375181143
RUE,1.0,200.0,CA,1,"Ephémères, partagés, pédagogiques",258.0,Jardin partage,2011,200.0,181.36106644,0,0.005,1.0,2.3862872372349724,48.871212101130915,20.0,Nord,14,Petit,48.871212101130915,2.3862872372349724
RUE,1.0,413.0,CP,1,"Ephémères, partagés, pédagogiques",399.0,Jardin partage,2006,413.0,181.36106644,0,0.002421307506053269,1.0,2.393030975699568,48.8651921418341,20.0,Nord,19,Petit,48.8651921418341,2.393030975699568
RUE DU,1.0,43.0,CA,0,Murs végétalisés,,Murs vegetalises,2017,45.52628324056896,181.36106644,2,0.023255813953488372,1.0,2.402945150892145,48.87382491057755,20.0,Nord,8,Petit,48.87382491057755,2.402945150892145
RUE,2.0,365.0,0,1,"Ephémères, partagés, pédagogiques",293.0,Jardin partage,2014,365.0,137.64547128,0,0.005479452054794521,1.0,2.3631596472681498,48.88830312888633,18.0,Nord,11,Petit,48.88830312888633,2.3631596472681498
RUE DE,1.0,30.0,0,0,Murs végétalisés,,Murs vegetalises,2015,30.0,181.36106644,2,0.03333333333333333,1.0,2.3361354678555784,48.85744842180148,6.0,Est,10,Petit,48.85744842180148,2.3361354678555784
PLACE,1.0,146.0,0,0,Murs végétalisés,,Murs vegetalises,2016,146.0,181.36106644,2,0.00684931506849315,1.0,2.2995642153930347,48.83300091036212,15.0,Ouest,9,Petit,48.83300091036212,2.2995642153930347
RUE,1.0,43.0,CP,0,Murs végétalisés,,Murs vegetalises,2015,45.52628324056896,181.36106644,2,0.023255813953488372,1.0,2.2806644524145225,48.854995868484544,16.0,Ouest,10,Petit,48.854995868484544,2.2806644524145225
PLACE DE,7.0,450.0,CA,0,Décorations sur la voie publique,443.0,Jardiniere,2021,450.0,181.36106644,2,0.015555555555555555,1.0,2.365562027682598,48.81904341981384,13.0,Sud,4,Petit,48.81904341981384,2.365562027682598
RUE DE LA,8.0,136.0,CA,0,Décorations sur la voie publique,282.0,Jardiniere,2022,135.1238033303368,181.36106644,2,0.058823529411764705,0.9935573774289471,2.3204970342313205,48.87675026058983,8.0,Est,3,Petit,48.87675026058983,2.3204970342313205
AVENUE,1.0,32.0,CA,1,Décorations sur la voie publique,,Jardiniere,2019,32.0,181.36106644,2,0.03125,1.0,2.366184817456389,48.822857197285344,13.0,Sud,6,Petit,48.822857197285344,2.366184817456389
AVENUE DU,10.0,412.0,CA,0,Décorations sur la voie publique,595.0,Jardiniere,2019,412.0,615.89197393,2,0.024271844660194174,1.0,2.297754395544289,48.86474483757195,16.0,Ouest,6,Petit,48.86474483757195,2.297754395544289
VOIE,1.0,687.0,CP,0,Périphérique,734.0,Talus,2015,687.0,292.49167498,2,0.001455604075691412,1.0,2.280917644450289,48.87901440315425,17.0,Nord,10,Petit,48.87901440315425,2.280917644450289
RUE DE LA,2.0,950.0,CP,1,Jardins privatifs,12046.0,Promenade,2015,775.4925215450794,1646.45418685,0,0.002105263157894737,0.816307917415873,2.4050313146145053,48.8569882647629,20.0,Nord,10,Petit,48.8569882647629,2.4050313146145053
CHAUSSEE DE LA,1.0,6.0,0,0,Murs végétalisés,,Murs vegetalises,2020,6.0,181.36106644,2,0.16666666666666666,1.0,2.270396630041307,48.85803334333714,16.0,Ouest,5,Petit,48.85803334333714,2.270396630041307
RUE DE L',2.0,125.0,CA,0,Décorations sur la voie publique,51.0,Jardiniere,2019,125.0,181.36106644,2,0.016,1.0,2.2803505657821934,48.8568484999777,16.0,Ouest,6,Petit,48.8568484999777,2.2803505657821934
RUE,18.0,1730.0,CA,0,Décorations sur la voie publique,1760.0,Jardinet,2019,1730.0,295.03370964,2,0.010404624277456647,1.0,2.3944750345804375,48.87715538653525,19.0,Nord,6,Moyen,48.87715538653525,2.3944750345804375
RUE DE,5.0,225.0,CA,0,Décorations sur la voie publique,,Jardiniere,2023,225.0,181.36106644,2,0.022222222222222223,1.0,2.3260582318354457,48.88010762371933,8.0,Est,2,Petit,48.88010762371933,2.3260582318354457
RUE,1.0,2047.0,CA,1,Promenades ouvertes,1810.0,Square,1857,1713.0,159.95506605,0,0.0004885197850512946,0.8368343917928676,2.319710081599431,48.85903077317295,7.0,Est,168,Moyen,48.85903077317295,2.319710081599431
PLACE,1.0,1000.0,CA,1,Promenades ouvertes,1065.0,Square,1899,268.0,127.74151015,0,0.001,0.268,2.344122795682007,48.850067483916916,5.0,Est,126,Moyen,48.850067483916916,2.344122795682007
RUE,3.0,140.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,140.0,181.36106644,2,0.02142857142857143,1.0,2.401235026369156,48.86953666133077,20.0,Nord,1,Petit,48.86953666133077,2.401235026369156
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.318543082662334,48.85900984576278,7.0,Est,6,Petit,48.85900984576278,2.318543082662334
AVENUE DE LA,12.0,1400.0,CA,0,Décorations sur la voie publique,1401.0,Jardiniere,2015,1400.0,544.26725831,2,0.008571428571428572,1.0,2.255234510736961,48.83763016897755,16.0,Ouest,10,Moyen,48.83763016897755,2.255234510736961
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.319562066697401,48.83721323112916,14.0,Ouest,6,Petit,48.83721323112916,2.319562066697401
PLACE DES,1.0,242.0,CA,0,Jardinets décoratifs,,Jardiniere,2023,242.0,181.36106644,0,0.004132231404958678,1.0,2.2930378040667954,48.868318371338425,16.0,Ouest,2,Petit,48.868318371338425,2.2930378040667954
RUE DE LA,2.0,52.0,CA,0,Décorations sur la voie publique,106.0,Jardiniere,2019,52.0,87.48648403,2,0.038461538461538464,1.0,2.3483631250570274,48.8495886125305,5.0,Est,6,Petit,48.8495886125305,2.3483631250570274
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3443532002208647,48.889168849350845,18.0,Nord,6,Petit,48.889168849350845,2.3443532002208647
AVENUE DE LA,1.0,3320.0,CP,1,Promenades ouvertes,82086.0,Jardin,1978,1812.355939898145,1298.35591768,0,0.00030120481927710846,0.5458903433428147,2.4665290084233646,48.83385501335207,12.0,Sud,47,Moyen,48.83385501335207,2.4665290084233646
RUE,2.0,120.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,120.0,181.36106644,2,0.016666666666666666,1.0,2.396412337804477,48.87680861456901,19.0,Nord,1,Petit,48.87680861456901,2.396412337804477
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3895481258114057,48.88295959699809,19.0,Nord,6,Petit,48.88295959699809,2.3895481258114057
RUE DE,1.0,43.0,CP,0,Murs végétalisés,3.0,Murs vegetalises,2007,45.52628324056896,15.98576282,2,0.023255813953488372,1.0,2.351556999225842,48.87069267926051,10.0,Est,18,Petit,48.87069267926051,2.351556999225842
RUE DE,6.0,760.0,CA,0,Décorations sur la voie publique,648.0,Jardiniere,2019,760.0,309.82155297,2,0.007894736842105263,1.0,2.3167776340937594,48.894425889049764,17.0,Nord,6,Petit,48.894425889049764,2.3167776340937594
RUE,12.0,680.0,CA,0,Décorations sur la voie publique,686.0,Jardiniere,2017,680.0,602.55121031,2,0.01764705882352941,1.0,2.3145185494847365,48.893016779406494,17.0,Nord,8,Petit,48.893016779406494,2.3145185494847365
BOULEVARD DE L',2.0,125.0,CA,0,Décorations sur la voie publique,126.0,Jardiniere,2019,125.0,120.57078652,2,0.016,1.0,2.282779587868531,48.87631002571889,16.0,Ouest,6,Petit,48.87631002571889,2.282779587868531
RUE,5.0,64.0,CA,0,Décorations sur la voie publique,34.0,Jardiniere,2024,64.0,181.36106644,2,0.078125,1.0,2.3682205498409337,48.84021106698455,13.0,Sud,1,Petit,48.84021106698455,2.3682205498409337
RUE,1.0,101000.0,CP,1,Promenades ouvertes,100838.0,Parc,2007,23900.0,2095.12518262,0,9.900990099009901e-06,0.23663366336633662,2.3137213528468776,48.89128342142614,17.0,Nord,18,Grand,48.89128342142614,2.3137213528468776
RUE DE,3.0,150.0,CA,0,Décorations sur la voie publique,123.0,Jardiniere,2017,150.0,95.32753284,2,0.02,1.0,2.29892763547519,48.88458014827373,17.0,Nord,8,Petit,48.88458014827373,2.29892763547519
PLACE,1.0,2635.0,CA,0,Promenades ouvertes,2992.0,Square,1970,182.0,239.01895199,1,0.0003795066413662239,0.06907020872865276,2.3425780510000465,48.85650670999989,1.0,Centre,55,Moyen,48.85650670999989,2.3425780510000465
RUE  DE,1.0,28.0,CA,0,Décorations sur la voie publique,28.0,Jardiniere,2019,28.0,20.91081547,2,0.03571428571428571,1.0,2.3621252334674026,48.85929048701016,3.0,Centre,6,Petit,48.85929048701016,2.3621252334674026
RUE,1.0,40.0,CA,0,Décorations sur la voie publique,47.0,Jardiniere,2019,40.0,31.5156124,2,0.025,1.0,2.347046369888577,48.86402805134096,1.0,Centre,6,Petit,48.86402805134096,2.347046369888577
AVENUE,1.0,104800.0,CP,1,Cimetières,115276.0,Cimetière,1825,260.0,1495.88594031,0,9.541984732824428e-06,1.0,2.3302798871583636,48.88756756680056,18.0,Nord,200,Grand,48.88756756680056,2.3302798871583636
ALLEE,1.0,43.0,CP,0,Murs végétalisés,97.0,Murs vegetalises,2006,45.52628324056896,313.84732917,2,0.023255813953488372,1.0,2.389003473789087,48.88435482068016,19.0,Nord,19,Petit,48.88435482068016,2.389003473789087
,1.0,1500.0,0,0,Périphérique,575.0,Talus,2015,1473.1645702866226,300.42489933,2,0.0006666666666666666,0.9821097135244151,2.331852532992887,48.81847862222107,14.0,Ouest,10,Moyen,48.81847862222107,2.331852532992887
,1.0,1500.0,0,0,Périphérique,975.0,Talus,2015,1473.1645702866226,218.50013084,2,0.0006666666666666666,0.9821097135244151,2.3376725698079444,48.816739633107794,14.0,Ouest,10,Moyen,48.816739633107794,2.3376725698079444
RUE,3.0,43.0,CP,0,Murs végétalisés,46.0,Murs vegetalises,2005,45.52628324056896,177.60088048,2,0.06976744186046512,1.0,2.3247029171541866,48.88651227494363,17.0,Nord,20,Petit,48.88651227494363,2.3247029171541866
BOULEVARD,1.0,2975.0,CA,1,Promenades ouvertes,3077.0,Square,1938,561.0,284.76290024,1,0.0003361344537815126,0.18857142857142858,2.3598189448160776,48.849948368709,4.0,Centre,87,Moyen,48.849948368709,2.3598189448160776
PLACE DU,7.0,652.0,CA,0,Décorations sur la voie publique,656.0,Decoration,2019,652.0,388.8915099,2,0.010736196319018405,1.0,2.348025147598301,48.85344167764323,4.0,Centre,6,Petit,48.85344167764323,2.348025147598301
RUE,1.0,2150.0,CA,1,Promenades ouvertes,2102.0,Jardin,2009,1422.0,187.78413606,1,0.00046511627906976747,0.6613953488372093,2.3792509480757764,48.82895921264189,13.0,Sud,16,Moyen,48.82895921264189,2.3792509480757764
PLACE,1.0,540.0,CP,1,Promenades ouvertes,382.0,Jardin,2017,540.0,122.9285685,0,0.001851851851851852,1.0,2.3372525341755344,48.878386938089356,9.0,Est,8,Petit,48.878386938089356,2.3372525341755344
RUE,1.0,50.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,50.0,181.36106644,2,0.02,1.0,2.403035733827014,48.860396863800986,20.0,Nord,6,Petit,48.860396863800986,2.403035733827014
RUE,2.0,231.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,231.0,181.36106644,2,0.008658008658008658,1.0,2.3415968379262764,48.875781406491754,9.0,Est,1,Petit,48.875781406491754,2.3415968379262764
RUE,1.0,2444.0,CA,1,Promenades ouvertes,2386.0,Jardin,1989,1269.0,243.75350269,0,0.0004091653027823241,0.5192307692307693,2.3925902311764125,48.878005258907805,19.0,Nord,36,Moyen,48.878005258907805,2.3925902311764125
BOULEVARD DE L,1.0,3650.0,CA,0,Promenades ouvertes,5039.0,Square,1932,2303.0,394.47958368,1,0.000273972602739726,0.630958904109589,2.277715703250391,48.87552037900724,16.0,Ouest,93,Moyen,48.87552037900724,2.277715703250391
RUE,1.0,43.0,CP,0,Murs végétalisés,1.0,Jardiniere,2015,45.52628324056896,4.86435816,2,0.023255813953488372,1.0,2.350623841444349,48.85850868156601,4.0,Centre,10,Petit,48.85850868156601,2.350623841444349
AVENUE DE LA,1.0,43.0,CA,0,Murs végétalisés,8.0,Murs vegetalises,2016,45.52628324056896,48.09559803,2,0.023255813953488372,1.0,2.3978910093208072,48.831375470585115,12.0,Sud,9,Petit,48.831375470585115,2.3978910093208072
RUE,3.0,43.0,CA,0,Murs végétalisés,1.0,Murs vegetalises,2016,45.52628324056896,9.57274188,2,0.06976744186046512,1.0,2.319834234202511,48.89565435547542,17.0,Nord,9,Petit,48.89565435547542,2.319834234202511
,1.0,1500.0,0,0,Périphérique,500.0,Talus,2015,1473.1645702866226,105.6210587,2,0.0006666666666666666,0.9821097135244151,2.3563589309516506,48.81614820772376,13.0,Sud,10,Moyen,48.81614820772376,2.3563589309516506
RUE,2.0,43.0,CP,0,Murs végétalisés,0.0,Murs vegetalises,2010,45.52628324056896,4.25190971,2,0.046511627906976744,1.0,2.3470413381602904,48.87206746823308,9.0,Est,15,Petit,48.87206746823308,2.3470413381602904
RUE DE LA,1.0,123.0,CP,1,Etablissements sportifs,135.0,Espace Vert,2015,123.0,106.13856198,0,0.008130081300813009,1.0,2.35424537348835,48.88504781325143,18.0,Nord,10,Petit,48.88504781325143,2.35424537348835
PLACE,1.0,152.0,CA,0,Décorations sur la voie publique,157.0,Decoration,2019,152.0,66.59499153,2,0.006578947368421052,1.0,2.2966613938596026,48.866311334898384,16.0,Ouest,6,Petit,48.866311334898384,2.2966613938596026
RUE,1.0,43.0,CP,0,Murs végétalisés,3.0,Murs vegetalises,2006,45.52628324056896,27.35203808,2,0.023255813953488372,1.0,2.374861863558918,48.87068367313182,11.0,Est,19,Petit,48.87068367313182,2.374861863558918
RUE,1.0,100.0,0,0,Murs végétalisés,,Murs vegetalises,2016,100.0,181.36106644,2,0.01,1.0,2.3665333254512837,48.90038654831434,18.0,Nord,9,Petit,48.90038654831434,2.3665333254512837
VILLA,1.0,3390.0,CA,1,Promenades ouvertes,3332.0,Square,1994,2020.0,271.27556789,0,0.0002949852507374631,0.5958702064896755,2.324842530885015,48.89414039288563,17.0,Nord,31,Moyen,48.89414039288563,2.324842530885015
QUAI DE,9.0,43.0,CP,0,Murs végétalisés,15.0,Murs vegetalises,2006,45.52628324056896,46.25046327,2,0.20930232558139536,1.0,2.36539814627011,48.87696119533816,10.0,Est,19,Petit,48.87696119533816,2.36539814627011
PLACE DE,2.0,2700.0,CA,0,Jardinets décoratifs,1977.0,Jardinet,1967,2700.0,247.63427198,2,0.0007407407407407407,1.0,2.306448648459651,48.85060580901689,7.0,Est,58,Moyen,48.85060580901689,2.306448648459651
RUE,5.0,33.0,CA,0,Décorations sur la voie publique,211.0,Jardiniere,2001,33.0,305.38664069,2,0.15151515151515152,1.0,2.359008107677988,48.83052113334817,13.0,Sud,24,Petit,48.83052113334817,2.359008107677988
BOULEVARD,3.0,709.0,CA,0,Décorations sur la voie publique,658.0,Plate-bande,2019,709.0,226.85226642,2,0.004231311706629055,1.0,2.3700184471417662,48.8551142444056,11.0,Est,6,Petit,48.8551142444056,2.3700184471417662
RUE,1.0,3320.0,CA,1,Promenades ouvertes,2568.0,Square,1984,1890.0,209.85444006,0,0.00030120481927710846,0.5692771084337349,2.282068541180313,48.882727392104734,17.0,Nord,41,Moyen,48.882727392104734,2.282068541180313
RUE DE,1.0,1816.0,CA,1,Promenades ouvertes,1807.0,Square,1977,885.0,174.88849072,0,0.0005506607929515419,0.4873348017621145,2.3995651831883693,48.87534389055635,20.0,Nord,48,Moyen,48.87534389055635,2.3995651831883693
RUE,2.0,87.0,CA,0,Décorations sur la voie publique,87.0,Decoration,2019,87.0,72.18452333,2,0.022988505747126436,1.0,2.3480053283944957,48.851088659305965,5.0,Est,6,Petit,48.851088659305965,2.3480053283944957
RUE,1.0,350.0,0,1,"Ephémères, partagés, pédagogiques",86.0,Jardin partage,2009,350.0,181.36106644,2,0.002857142857142857,1.0,2.3749035839795742,48.87063912375901,11.0,Est,16,Petit,48.87063912375901,2.3749035839795742
RUE DU,1.0,1010.0,CA,1,Promenades ouvertes,1040.0,Jardin,2015,645.0,197.7826429,0,0.0009900990099009901,0.6386138613861386,2.362264374924597,48.88657920274721,18.0,Nord,10,Moyen,48.88657920274721,2.362264374924597
RUE,1.0,1640.0,CA,1,Promenades ouvertes,1676.0,Square,1933,895.0,228.12162538,0,0.0006097560975609756,0.5457317073170732,2.3274307179460423,48.84334110777986,6.0,Est,92,Moyen,48.84334110777986,2.3274307179460423
QUAI DE L,1.0,10797.0,CP,1,Promenades ouvertes,10985.0,Square,1844,2837.0,647.06223923,0,9.261831990367695e-05,0.2627581735667315,2.350805065661851,48.85239470225956,4.0,Centre,181,Grand,48.85239470225956,2.350805065661851
RUE DU,1.0,1925.0,CA,1,Promenades ouvertes,1900.0,Square,1931,800.0,265.10821396,0,0.0005194805194805195,0.4155844155844156,2.3673537143605197,48.82764355985953,13.0,Sud,94,Moyen,48.82764355985953,2.3673537143605197
RUE,1.0,4350.0,CA,1,Promenades ouvertes,4299.0,Square,1863,1842.0,274.96643325,0,0.00022988505747126436,0.42344827586206896,2.3464886983445425,48.87697151235832,9.0,Est,162,Moyen,48.87697151235832,2.3464886983445425
BOULEVARD DE,1.0,1456.0,CA,1,Promenades ouvertes,1358.0,Square,1896,776.0,181.57176437,0,0.0006868131868131869,0.532967032967033,2.3581717646890765,48.87452661849229,10.0,Est,129,Moyen,48.87452661849229,2.3581717646890765
BOULEVARD,1.0,2790.0,CA,1,Promenades ouvertes,3374.0,Jardin,1934,2790.0,231.86744627,0,0.00035842293906810036,1.0,2.3559112031111247,48.81999861197284,13.0,Sud,91,Moyen,48.81999861197284,2.3559112031111247
RUE,1.0,8236.0,CA,0,Promenades ouvertes,7194.0,Square,1986,688.0,442.85581921,1,0.00012141816415735794,0.08353569694026226,2.3161812709473675,48.836247181244026,14.0,Ouest,39,Moyen,48.836247181244026,2.3161812709473675
RUE DES,1.0,450.0,CA,1,Jardinets décoratifs,459.0,Square,1872,450.0,102.62772575,0,0.0022222222222222222,1.0,2.34595089034893,48.84914698347264,5.0,Est,153,Petit,48.84914698347264,2.34595089034893
RUE,1.0,33450.0,CA,1,Promenades ouvertes,33933.0,Square,1938,17540.0,1305.31434029,0,2.9895366218236174e-05,0.5243647234678624,2.3496332224900276,48.83289566185049,13.0,Sud,87,Grand,48.83289566185049,2.3496332224900276
RUE,1.0,635.0,CA,0,Décorations sur la voie publique,1281.0,Jardiniere,2019,635.0,353.26142301,2,0.0015748031496062992,1.0,2.3032234133006866,48.82670390015853,14.0,Ouest,6,Petit,48.82670390015853,2.3032234133006866
RUE DE,2.0,377.0,CA,0,Jardinets décoratifs,426.0,Jardinet,1974,377.0,291.12943221,2,0.005305039787798408,1.0,2.3524253025003263,48.819376331377,13.0,Sud,51,Petit,48.819376331377,2.3524253025003263
RUE DU,1.0,432000.0,CP,1,Cimetières,431577.0,Cimetière,1804,260.0,2809.81073662,0,2.3148148148148148e-06,1.0,2.394297207191588,48.86107022062984,20.0,Nord,221,Grand,48.86107022062984,2.394297207191588
QUAI,19.0,3200.0,CP,0,Décorations sur la voie publique,4280.0,Jardiniere,2016,3200.0,2978.53627199,2,0.0059375,1.0,2.313317461762962,48.862420848073526,7.0,Est,9,Moyen,48.862420848073526,2.313317461762962
CHEMIN DE LA,1.0,80240.0,CP,1,Promenades ouvertes,80234.0,Jardin,1978,43802.24114982745,1200.38094345,0,1.2462612163509471e-05,0.5458903433428147,2.252974874935431,48.86480010813261,16.0,Ouest,47,Grand,48.86480010813261,2.252974874935431
ROUTE DE,1.0,24572.0,CP,1,Promenades ouvertes,24568.0,Ile,1978,13413.617516619643,657.90256721,0,4.069672798307016e-05,0.5458903433428147,2.411155654585835,48.83191705331976,12.0,Sud,47,Grand,48.83191705331976,2.411155654585835
AVENUE DES,0.0,2210.0,CA,1,Promenades ouvertes,2167.0,Promenade,1989,1520.0,330.49122478,0,0.0,0.6877828054298643,2.2905329675712442,48.88134688217893,17.0,Nord,36,Moyen,48.88134688217893,2.2905329675712442
RUE,1.0,43.0,CA,0,Murs végétalisés,4.0,Murs vegetalises,2015,45.52628324056896,17.97744937,2,0.023255813953488372,1.0,2.3467880590616446,48.84933171021962,5.0,Est,10,Petit,48.84933171021962,2.3467880590616446
PLACE,1.0,1980.0,CA,1,Promenades ouvertes,2231.0,Square,1906,798.0,185.87363126,0,0.000505050505050505,0.403030303030303,2.363366644717996,48.89364138693311,18.0,Nord,119,Moyen,48.89364138693311,2.363366644717996
VOIE,1.0,500.0,CA,0,Décorations sur la voie publique,409.0,Jardiniere,2013,500.0,93.28458047,2,0.002,1.0,2.3959892617242686,48.88817500419857,19.0,Nord,12,Petit,48.88817500419857,2.3959892617242686
